voivodeship,fit error per day,beta,mortality,visibility,h inf prob,first day,last day,runs,shift,fname,optimize method,timestamp,fraction of infected customers at start
dolnośląskie,32.67,0.0151,0.0231,0.65,0.2399,26,92,12,-4,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0007__b=0.015__m=0.023__v=0.650__h_inf_prob=0.240.csv",beta and mortality,2022-03-30 18:44:38,0.0000560
dolnośląskie,46.78,0.0156,0.0242,0.65,0.2467,26,92,12,1,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0006__b=0.016__m=0.024__v=0.650__h_inf_prob=0.247.csv",beta and mortality,2022-03-30 18:43:57,0.0000560
dolnośląskie,47.53,0.0155,0.0226,0.65,0.2457,26,92,12,-3,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0009__b=0.016__m=0.023__v=0.650__h_inf_prob=0.246.csv",beta and mortality,2022-03-30 18:46:02,0.0000560
dolnośląskie,53.00,0.0139,0.0229,0.65,0.2224,26,92,12,-16,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0008__b=0.014__m=0.023__v=0.650__h_inf_prob=0.222.csv",beta and mortality,2022-03-30 18:45:19,0.0000560
dolnośląskie,74.88,0.0169,0.0241,0.65,0.2637,26,92,12,2,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0005__b=0.017__m=0.024__v=0.650__h_inf_prob=0.264.csv",beta and mortality,2022-03-30 18:43:14,0.0000560
dolnośląskie,153.38,0.0186,0.0204,0.65,0.2872,26,92,12,14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0005__b=0.019__m=0.020__v=0.650__h_inf_prob=0.287.csv",beta,2022-03-29 15:22:15,nan
dolnośląskie,171.16,0.0203,0.0186,0.65,0.3088,26,92,12,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0004__b=0.020__m=0.019__v=0.650__h_inf_prob=0.309.csv",beta,2022-03-29 15:21:34,nan
dolnośląskie,268.21,0.0181,0.0241,0.65,0.2803,26,92,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0003__b=0.018__m=0.024__v=0.650__h_inf_prob=0.280.csv",beta and mortality,2022-03-30 18:41:51,0.0000560
dolnośląskie,274.68,0.0183,0.0266,0.65,0.2834,26,92,12,15,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0004__b=0.018__m=0.027__v=0.650__h_inf_prob=0.283.csv",beta and mortality,2022-03-30 18:42:33,0.0000560
dolnośląskie,320.77,0.0200,0.0225,0.65,0.3049,26,92,12,16,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:41:08,0.0000560
dolnośląskie,375.01,0.0227,0.0178,0.65,0.3386,26,92,24,23,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0007__b=0.023__m=0.018__v=0.650__h_inf_prob=0.339.csv",beta,2022-03-25 13:30:28,nan
dolnośląskie,381.53,0.0233,0.0177,0.65,0.3459,26,92,24,25,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0004__b=0.023__m=0.018__v=0.650__h_inf_prob=0.346.csv",beta,2022-03-25 13:26:35,nan
dolnośląskie,410.69,0.0200,0.0200,0.65,0.3049,26,92,12,19,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:39:46,0.0000560
dolnośląskie,415.86,0.0225,0.0197,0.65,0.3363,26,92,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0003__b=0.023__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta,2022-03-29 15:20:51,nan
dolnośląskie,474.69,0.0234,0.0164,0.65,0.3466,26,92,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0005__b=0.023__m=0.016__v=0.650__h_inf_prob=0.347.csv",beta,2022-03-25 13:27:51,nan
dolnośląskie,488.91,0.0228,0.0188,0.65,0.3398,26,92,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0003__b=0.023__m=0.019__v=0.650__h_inf_prob=0.340.csv",beta,2022-03-25 13:25:18,nan
dolnośląskie,514.54,0.0225,0.0200,0.65,0.3361,26,92,12,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=10__n=836__pct_inf_cust=0.006/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 18:40:26,0.0000560
dolnośląskie,588.66,0.0250,0.0200,0.65,0.3660,26,92,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:21:28,nan
dolnośląskie,656.65,0.0245,0.0179,0.65,0.3604,26,92,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0006__b=0.025__m=0.018__v=0.650__h_inf_prob=0.360.csv",beta,2022-03-25 13:29:10,nan
dolnośląskie,1007.77,0.0250,0.0200,0.65,0.3660,26,92,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-29 15:18:39,nan
dolnośląskie,1308.21,0.0250,0.0225,0.65,0.3660,26,92,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0002__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-29 15:20:09,nan
dolnośląskie,1724.50,0.0250,0.0225,0.65,0.3660,26,92,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0002__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:24:03,nan
dolnośląskie,2686.51,0.0275,0.0200,0.65,0.3946,26,92,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=24__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-25 13:22:46,nan
dolnośląskie,3796.57,0.0275,0.0200,0.65,0.3946,26,92,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Dolnośląskie/raw data/Runs=12__g_size=(34, 34)__h_size=3__inf_cash=34__n=836__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-29 15:19:25,nan
kujawsko-pomorskie,9.32,0.0177,0.0143,0.65,0.2750,29,69,24,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0007__b=0.018__m=0.014__v=0.650__h_inf_prob=0.275.csv",beta,2022-03-25 13:38:18,nan
kujawsko-pomorskie,11.20,0.0190,0.0164,0.65,0.2916,29,69,24,14,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0005__b=0.019__m=0.016__v=0.650__h_inf_prob=0.292.csv",beta,2022-03-25 13:36:20,nan
kujawsko-pomorskie,11.48,0.0200,0.0200,0.65,0.3049,29,69,12,6,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:52:30,0.0000362
kujawsko-pomorskie,11.84,0.0168,0.0177,0.65,0.2634,29,69,24,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0006__b=0.017__m=0.018__v=0.650__h_inf_prob=0.263.csv",beta,2022-03-25 13:37:19,nan
kujawsko-pomorskie,12.10,0.0197,0.0198,0.65,0.3016,29,69,12,12,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0007__b=0.020__m=0.020__v=0.650__h_inf_prob=0.302.csv",beta and mortality,2022-03-30 17:56:21,0.0000362
kujawsko-pomorskie,12.39,0.0179,0.0187,0.65,0.2772,29,69,12,1,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0003__b=0.018__m=0.019__v=0.650__h_inf_prob=0.277.csv",beta and mortality,2022-03-30 17:54:10,0.0000362
kujawsko-pomorskie,12.83,0.0189,0.0193,0.65,0.2912,29,69,12,3,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0004__b=0.019__m=0.019__v=0.650__h_inf_prob=0.291.csv",beta and mortality,2022-03-30 17:54:42,0.0000362
kujawsko-pomorskie,14.66,0.0198,0.0206,0.65,0.3018,29,69,12,11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0006__b=0.020__m=0.021__v=0.650__h_inf_prob=0.302.csv",beta and mortality,2022-03-30 17:55:49,0.0000362
kujawsko-pomorskie,15.18,0.0205,0.0196,0.65,0.3108,29,69,12,9,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0005__b=0.020__m=0.020__v=0.650__h_inf_prob=0.311.csv",beta and mortality,2022-03-30 17:55:15,0.0000362
kujawsko-pomorskie,16.13,0.0201,0.0199,0.65,0.3065,29,69,12,12,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0008__b=0.020__m=0.020__v=0.650__h_inf_prob=0.306.csv",beta and mortality,2022-03-30 17:56:53,0.0000362
kujawsko-pomorskie,16.31,0.0199,0.0201,0.65,0.3038,29,69,12,10,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0009__b=0.020__m=0.020__v=0.650__h_inf_prob=0.304.csv",beta and mortality,2022-03-30 17:57:27,0.0000362
kujawsko-pomorskie,18.00,0.0200,0.0225,0.65,0.3049,29,69,12,12,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:53:36,0.0000362
kujawsko-pomorskie,22.01,0.0225,0.0200,0.65,0.3361,29,69,12,12,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=12__g_size=(30, 30)__h_size=3__inf_cash=10__n=767__pct_inf_cust=0.004/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:53:03,0.0000362
kujawsko-pomorskie,32.52,0.0214,0.0172,0.65,0.3220,29,69,24,21,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0004__b=0.021__m=0.017__v=0.650__h_inf_prob=0.322.csv",beta,2022-03-25 13:35:23,nan
kujawsko-pomorskie,44.67,0.0238,0.0178,0.65,0.3514,29,69,24,25,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0003__b=0.024__m=0.018__v=0.650__h_inf_prob=0.351.csv",beta,2022-03-25 13:34:24,nan
kujawsko-pomorskie,53.53,0.0250,0.0200,0.65,0.3660,29,69,24,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:31:27,nan
kujawsko-pomorskie,65.71,0.0275,0.0200,0.65,0.3946,29,69,24,29,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-25 13:32:28,nan
kujawsko-pomorskie,75.04,0.0250,0.0225,0.65,0.3660,29,69,24,29,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Kujawsko-pomorskie/raw data/Runs=24__g_size=(30, 30)__h_size=3__inf_cash=30__n=767__pct_inf_cust=0/Id=0002__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:33:27,nan
lubelskie,2.95,0.0111,0.0189,0.65,0.1817,34,93,12,-11,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0009__b=0.011__m=0.019__v=0.650__h_inf_prob=0.182.csv",beta and mortality,2022-03-30 17:35:36,0.0000593
lubelskie,11.70,0.0121,0.0182,0.65,0.1971,34,93,12,12,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0008__b=0.012__m=0.018__v=0.650__h_inf_prob=0.197.csv",beta and mortality,2022-03-30 17:35:00,0.0000593
lubelskie,25.85,0.0134,0.0180,0.65,0.2149,34,93,12,17,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0007__b=0.013__m=0.018__v=0.650__h_inf_prob=0.215.csv",beta and mortality,2022-03-30 17:34:23,0.0000593
lubelskie,38.22,0.0146,0.0177,0.65,0.2323,34,93,12,20,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0006__b=0.015__m=0.018__v=0.650__h_inf_prob=0.232.csv",beta and mortality,2022-03-30 17:33:47,0.0000593
lubelskie,41.74,0.0150,0.0181,0.65,0.2384,34,93,12,26,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0005__b=0.015__m=0.018__v=0.650__h_inf_prob=0.238.csv",beta and mortality,2022-03-30 17:33:11,0.0000593
lubelskie,52.61,0.0159,0.0173,0.65,0.2507,34,93,12,28,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0004__b=0.016__m=0.017__v=0.650__h_inf_prob=0.251.csv",beta and mortality,2022-03-30 17:32:33,0.0000593
lubelskie,63.63,0.0177,0.0190,0.65,0.2752,34,93,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0003__b=0.018__m=0.019__v=0.650__h_inf_prob=0.275.csv",beta and mortality,2022-03-30 17:31:57,0.0000593
lubelskie,187.67,0.0200,0.0200,0.65,0.3049,34,93,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:30:10,0.0000593
lubelskie,277.54,0.0200,0.0225,0.65,0.3049,34,93,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 17:31:21,0.0000593
lubelskie,385.73,0.0225,0.0200,0.65,0.3361,34,93,12,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=12__g_size=(29, 29)__h_size=3__inf_cash=10__n=835__pct_inf_cust=0.006/Id=0001__b=0.022__m=0.020__v=0.650__h_inf_prob=0.336.csv",beta and mortality,2022-03-30 17:30:47,0.0000593
lubelskie,467.77,0.0244,0.0163,0.65,0.3588,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0005__b=0.024__m=0.016__v=0.650__h_inf_prob=0.359.csv",beta,2022-03-25 13:44:03,nan
lubelskie,527.54,0.0236,0.0154,0.65,0.3495,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0007__b=0.024__m=0.015__v=0.650__h_inf_prob=0.349.csv",beta,2022-03-25 13:46:01,nan
lubelskie,799.15,0.0255,0.0157,0.65,0.3717,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0006__b=0.025__m=0.016__v=0.650__h_inf_prob=0.372.csv",beta,2022-03-25 13:45:01,nan
lubelskie,1191.37,0.0238,0.0174,0.65,0.3518,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0004__b=0.024__m=0.017__v=0.650__h_inf_prob=0.352.csv",beta,2022-03-25 13:43:05,nan
lubelskie,1264.83,0.0231,0.0184,0.65,0.3428,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0003__b=0.023__m=0.018__v=0.650__h_inf_prob=0.343.csv",beta,2022-03-25 13:42:08,nan
lubelskie,1292.93,0.0250,0.0200,0.65,0.3660,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0000__b=0.025__m=0.020__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:39:16,nan
lubelskie,1989.02,0.0250,0.0225,0.65,0.3660,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0002__b=0.025__m=0.022__v=0.650__h_inf_prob=0.366.csv",beta,2022-03-25 13:41:11,nan
lubelskie,2160.52,0.0275,0.0200,0.65,0.3946,34,93,24,34,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubelskie/raw data/Runs=24__g_size=(29, 29)__h_size=3__inf_cash=29__n=835__pct_inf_cust=0/Id=0001__b=0.028__m=0.020__v=0.650__h_inf_prob=0.395.csv",beta,2022-03-25 13:40:12,nan
lubuskie,25.14,0.0200,0.0225,0.65,0.3049,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0002__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:33:32,0.0000000
lubuskie,26.82,0.0155,0.0143,0.65,0.2451,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0007__b=0.016__m=0.014__v=0.650__h_inf_prob=0.245.csv",beta,2022-03-25 13:20:11,nan
lubuskie,27.65,0.0177,0.0234,0.65,0.2745,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0003__b=0.018__m=0.023__v=0.650__h_inf_prob=0.274.csv",beta and mortality,2022-03-30 18:33:51,0.0000000
lubuskie,27.73,0.0200,0.0223,0.65,0.3053,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0008__b=0.020__m=0.022__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:35:21,0.0000000
lubuskie,39.86,0.0200,0.0200,0.65,0.3049,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0000__b=0.020__m=0.020__v=0.650__h_inf_prob=0.305.csv",beta and mortality,2022-03-30 18:32:57,0.0000000
lubuskie,44.39,0.0198,0.0225,0.65,0.3029,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0009__b=0.020__m=0.022__v=0.650__h_inf_prob=0.303.csv",beta and mortality,2022-03-30 18:35:36,0.0000000
lubuskie,50.68,0.0204,0.0220,0.65,0.3103,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0006__b=0.020__m=0.022__v=0.650__h_inf_prob=0.310.csv",beta and mortality,2022-03-30 18:34:45,0.0000000
lubuskie,59.49,0.0206,0.0236,0.65,0.3127,80,140,12,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=12__g_size=(23, 23)__h_size=3__inf_cash=10__n=637__pct_inf_cust=0.0/Id=0004__b=0.021__m=0.024__v=0.650__h_inf_prob=0.313.csv",beta and mortality,2022-03-30 18:34:08,0.0000000
lubuskie,61.77,0.0174,0.0160,0.65,0.2704,80,140,24,80,"C:/Users/HAL/PycharmProjects/ABM/RESULTS/VOIVODESHIPS/Lubuskie/raw data/Runs=24__g_size=(23, 23)__h_size=3__inf_cash=23__n=637__pct_inf_cust=0/Id=0006__b=0.017__m=0.016__v=0.650__h_inf_prob=0.270.csv",beta,2022-03-25 13:19:41,nan
